NGSL Rank	Word	IPA	Conjugations	Synonyms	English	Russian
2714	adjustment	?d???stm?nt	adjustments		"adjusting, adaptation; state of being adjusted; settlement of an insurance claim"	регулировка, приспособление, установка, сборка, корректирование, пригонка, подгонка, регулирование, согласование, урегулирование
2715	reasonably	r?iz?n?bli		"sensibly; relatively; logically; moderately; quite; rather; rationally; fairly; practically; somewhat; modestly; plausibly; realistically; convincingly"	"credibly, plausibly; wisely, intelligently; rationally, logically"	разумно, приемлемо, сносно, довольно, достаточно, умеренно
2716	filter	f??lt?	"filters; filtered; filtering"		"something which separates, leach; program which receives output from another program and changes its format (Computers); file which allows a program to save and load files of a certain file type (Computers)"	"фильтр; прогамма принимающая выходные данные другой программы и изменяющая их формат [комп.]; файл позволяющий программе открывать и сохранять файлы определенного типа [комп.]"
2717	flexible	fl??ks?b?l		"stretchy; elastic; lithe; accommodating; compliant; plastic; supple; variable; bendable; bendy; adaptable; open"	elastic, easily bent, pliable	гибкий, гнущийся, податливый, уступчивый, свободный
2718	abstract	?bstr??kt	"abstracts; abstracted; abstracting"		"intangible, unconnected to concrete reality; theoretical, not practical; unconnected to a specific instance or example; difficult to understand"	"абстрактный, отвлеченный; теоретический; трудный для понимания; реферативный"
2719	tent	t??nt	"tents; tented; tenting"	"pavilion; pergola; marquee; porch; gazebo"	temporary cloth shelter	палатка, тампон, слабое красное испанское вино, навес, куща
2720	precise	pr?s?a?s		"accurate; inflexible; specific; meticulous; particular; careful; particular; exact; strict; defined; fastidious; strict; fixed; rigid; scrupulous"	"exact, not more and not less; meticulous, exacting, strict"	точный, определенный, аккуратный, тщательный, пунктуальный, педантичный, щепетильный, четкий, ясный
2721	distant	d??st?nt		"cold; indistinct; unsociable; secluded; hazy; cool; outlying; far; unfriendly; remote; vague; faint; detached; aloof; isolated; reserved"	"remote, far off, far apart; reserved, aloof, unfriendly"	отдаленный, дальний, далекий, слабый, неуловимый, сдержанный, сухой, холодный, давний, прошлый
2722	stranger	str?e?nd??			foreigner, one who is not known or familiar	незнакомец, чужестранец, чужеземец, иноземец, чужой, чужак, посторонний человек, нечлен палаты общин
2723	shade	??e?d	"shades; shaded; shading"		"shadow; area protected from direct sunlight; tint, variation of a color; nuance, touch; window shade, device used to regulate the amount of sunlight entering through a window; lampshade, device which covers a lamp to reduce glare; spirit, ghost"	"тень, полумрак, прохлада; затененное место; оттенок, незначительное отличие, нюанс, намек; экран, щит, абажур, маркиза, стеклянный колпак, штора; солнцезащитные очки, защитное стекло, бленда"
